id,filename,class,source,source_url,source_id,license,author,date_captured,date_fetched,original_resolution,md5,notes
inaturalist_61395_351877006_642190988,data/processed/sano/inaturalist_61395_351877006_642190988.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/642190988/original.jpg,61395:351877006:642190988,CC-BY-NC-4.0,"(c) Hayden Pack, some rights reserved (CC BY-NC)",2025-10-01,2026-05-10T03:26:00Z,945x2048,ed949de3d1070be22930e5bad1b31432, | processed:472x1024
inaturalist_61395_312216482_563676188,data/processed/sano/inaturalist_61395_312216482_563676188.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/563676188/original.jpg,61395:312216482:563676188,CC-BY-NC-4.0,"(c) James Chelin, some rights reserved (CC BY-NC)",2025-09-06,2026-05-10T03:26:31Z,2048x1542,2886ab65781d550bd0545bf63c47062c, | processed:1024x771
inaturalist_61395_312216482_563684143,data/processed/sano/inaturalist_61395_312216482_563684143.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/563684143/original.jpg,61395:312216482:563684143,CC-BY-NC-4.0,"(c) James Chelin, some rights reserved (CC BY-NC)",2025-09-06,2026-05-10T03:26:32Z,1500x2000,2581bcf62bc2ae2d9a2806ecb8fb86d0, | processed:768x1024
inaturalist_61395_299395409_539380357,data/processed/sano/inaturalist_61395_299395409_539380357.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/539380357/original.jpg,61395:299395409:539380357,CC-BY-NC-4.0,"(c) James Chelin, some rights reserved (CC BY-NC)",2025-07-19,2026-05-10T03:26:56Z,2048x1542,2f8b4cb8a078d9669b49cb9b8c93d55e, | processed:1024x771
inaturalist_61395_299395409_539380234,data/processed/sano/inaturalist_61395_299395409_539380234.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/539380234/original.jpg,61395:299395409:539380234,CC-BY-NC-4.0,"(c) James Chelin, some rights reserved (CC BY-NC)",2025-07-19,2026-05-10T03:26:57Z,2048x1542,f1122bcb517d95cc8b7ba6c86dcafa30, | processed:1024x771
inaturalist_61395_299395409_539380271,data/processed/sano/inaturalist_61395_299395409_539380271.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/539380271/original.jpg,61395:299395409:539380271,CC-BY-NC-4.0,"(c) James Chelin, some rights reserved (CC BY-NC)",2025-07-19,2026-05-10T03:26:58Z,2048x1542,0765f1e189f9203c10616e510bd008fb, | processed:1024x771
inaturalist_61395_299395409_539380317,data/processed/sano/inaturalist_61395_299395409_539380317.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/539380317/original.jpg,61395:299395409:539380317,CC-BY-NC-4.0,"(c) James Chelin, some rights reserved (CC BY-NC)",2025-07-19,2026-05-10T03:26:59Z,2048x1542,fd1ad6656b8db29de2de1c6b37a101b9, | processed:1024x771
inaturalist_61395_299395409_539380389,data/processed/sano/inaturalist_61395_299395409_539380389.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/539380389/original.jpg,61395:299395409:539380389,CC-BY-NC-4.0,"(c) James Chelin, some rights reserved (CC BY-NC)",2025-07-19,2026-05-10T03:27:00Z,2048x1542,990de1b2e46f46ca7452d24288055b53, | processed:1024x771
inaturalist_61395_299395409_539380428,data/processed/sano/inaturalist_61395_299395409_539380428.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/539380428/original.jpg,61395:299395409:539380428,CC-BY-NC-4.0,"(c) James Chelin, some rights reserved (CC BY-NC)",2025-07-19,2026-05-10T03:27:01Z,2048x1542,1a82c2b0bf48c69a7db19338ebbeb29b, | processed:1024x771
inaturalist_61395_299395409_539397705,data/processed/sano/inaturalist_61395_299395409_539397705.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/539397705/original.jpg,61395:299395409:539397705,CC-BY-NC-4.0,"(c) James Chelin, some rights reserved (CC BY-NC)",2025-07-19,2026-05-10T03:27:02Z,2048x1542,e2da44f89013d92899cca35a6987a7c9, | processed:1024x771
inaturalist_61395_299395409_539398263,data/processed/sano/inaturalist_61395_299395409_539398263.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/539398263/original.jpg,61395:299395409:539398263,CC-BY-NC-4.0,"(c) James Chelin, some rights reserved (CC BY-NC)",2025-07-19,2026-05-10T03:27:03Z,2048x1542,4b1e737f5fd97b4c5cfb9601849a7416, | processed:1024x771
inaturalist_61395_299395409_539398308,data/processed/sano/inaturalist_61395_299395409_539398308.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/539398308/original.jpg,61395:299395409:539398308,CC-BY-NC-4.0,"(c) James Chelin, some rights reserved (CC BY-NC)",2025-07-19,2026-05-10T03:27:04Z,2048x1542,12d5298a3ce5e934ee4ef37864990e12, | processed:1024x771
inaturalist_61395_299395409_539380167,data/processed/sano/inaturalist_61395_299395409_539380167.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/539380167/original.jpg,61395:299395409:539380167,CC-BY-NC-4.0,"(c) James Chelin, some rights reserved (CC BY-NC)",2025-07-19,2026-05-10T03:27:05Z,2048x1542,5b7adca9f60b05c4f0ca74a9ab072776, | processed:1024x771
inaturalist_61395_299395409_539428390,data/processed/sano/inaturalist_61395_299395409_539428390.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/539428390/original.jpg,61395:299395409:539428390,CC-BY-NC-4.0,"(c) James Chelin, some rights reserved (CC BY-NC)",2025-07-19,2026-05-10T03:27:06Z,2048x1365,a9d585d30a736f5b021765a8fab79e48, | processed:1024x682
inaturalist_61395_299395409_539428444,data/processed/sano/inaturalist_61395_299395409_539428444.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/539428444/original.jpg,61395:299395409:539428444,CC-BY-NC-4.0,"(c) James Chelin, some rights reserved (CC BY-NC)",2025-07-19,2026-05-10T03:27:07Z,2048x1365,3a7125e1b0f0a3df3c7bd12fad9472f1, | processed:1024x682
inaturalist_61395_299395409_539428746,data/processed/sano/inaturalist_61395_299395409_539428746.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/539428746/original.jpg,61395:299395409:539428746,CC-BY-NC-4.0,"(c) James Chelin, some rights reserved (CC BY-NC)",2025-07-19,2026-05-10T03:27:08Z,2048x1365,be1a4c13c3384c79f5efbb1de10fdcb6, | processed:1024x682
inaturalist_61395_299395409_539428867,data/processed/sano/inaturalist_61395_299395409_539428867.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/539428867/original.jpg,61395:299395409:539428867,CC-BY-NC-4.0,"(c) James Chelin, some rights reserved (CC BY-NC)",2025-07-19,2026-05-10T03:27:09Z,2048x1365,c1cae02066c941cc39d558aceaf877d7, | processed:1024x682
inaturalist_61395_288260478_518374007,data/processed/sano/inaturalist_61395_288260478_518374007.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/518374007/original.jpg,61395:288260478:518374007,CC0-1.0,no rights reserved,2025-06-09,2026-05-10T03:27:12Z,2048x1536,99bbaa11f1c1a61a1b7d15a09bfba0a8, | processed:1024x768
inaturalist_61395_288260478_518374060,data/processed/sano/inaturalist_61395_288260478_518374060.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/518374060/original.jpg,61395:288260478:518374060,CC0-1.0,no rights reserved,2025-06-09,2026-05-10T03:27:13Z,2048x1536,65aeea52c7438e94884890a04dc3f5a0, | processed:1024x768
inaturalist_61395_288260478_518374089,data/processed/sano/inaturalist_61395_288260478_518374089.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/518374089/original.jpg,61395:288260478:518374089,CC0-1.0,no rights reserved,2025-06-09,2026-05-10T03:27:14Z,2048x1536,218c6b8d9c383197470da697de9ce126, | processed:1024x768
inaturalist_61395_286860852_515747002,data/processed/sano/inaturalist_61395_286860852_515747002.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/515747002/original.jpg,61395:286860852:515747002,CC-BY-NC-4.0,"(c) James Chelin, some rights reserved (CC BY-NC)",2025-06-04,2026-05-10T03:27:15Z,1542x2048,706a6d8bf14f65c0b177fc3939764054, | processed:771x1024
inaturalist_61395_286860852_515747073,data/processed/sano/inaturalist_61395_286860852_515747073.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/515747073/original.jpg,61395:286860852:515747073,CC-BY-NC-4.0,"(c) James Chelin, some rights reserved (CC BY-NC)",2025-06-04,2026-05-10T03:27:16Z,2048x1542,a45c27e473141faea38e41e99ab70447, | processed:1024x771
inaturalist_61395_286860852_515747357,data/processed/sano/inaturalist_61395_286860852_515747357.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/515747357/original.jpg,61395:286860852:515747357,CC-BY-NC-4.0,"(c) James Chelin, some rights reserved (CC BY-NC)",2025-06-04,2026-05-10T03:27:17Z,2048x1542,c0e43ce5ebc2fab5f65be7f8bcddb3cf, | processed:1024x771
inaturalist_61395_286860852_515749038,data/processed/sano/inaturalist_61395_286860852_515749038.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/515749038/original.jpg,61395:286860852:515749038,CC-BY-NC-4.0,"(c) James Chelin, some rights reserved (CC BY-NC)",2025-06-04,2026-05-10T03:27:18Z,2048x1542,d7612b8d540b911e328c1f5868993baa, | processed:1024x771
inaturalist_61395_286860852_515749085,data/processed/sano/inaturalist_61395_286860852_515749085.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/515749085/original.jpg,61395:286860852:515749085,CC-BY-NC-4.0,"(c) James Chelin, some rights reserved (CC BY-NC)",2025-06-04,2026-05-10T03:27:19Z,2048x1542,7a8a75664f12a1520fe6efb5554d46be, | processed:1024x771
inaturalist_61395_286860852_515749728,data/processed/sano/inaturalist_61395_286860852_515749728.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/515749728/original.jpg,61395:286860852:515749728,CC-BY-NC-4.0,"(c) James Chelin, some rights reserved (CC BY-NC)",2025-06-04,2026-05-10T03:27:20Z,2048x1542,86be9d66f8ea7f9296a6543144ceb44f, | processed:1024x771
inaturalist_61395_286860852_515749759,data/processed/sano/inaturalist_61395_286860852_515749759.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/515749759/original.jpg,61395:286860852:515749759,CC-BY-NC-4.0,"(c) James Chelin, some rights reserved (CC BY-NC)",2025-06-04,2026-05-10T03:27:21Z,2048x1542,772c8273d923dd1be3ac87bba166825e, | processed:1024x771
inaturalist_61395_286860852_515749816,data/processed/sano/inaturalist_61395_286860852_515749816.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/515749816/original.jpg,61395:286860852:515749816,CC-BY-NC-4.0,"(c) James Chelin, some rights reserved (CC BY-NC)",2025-06-04,2026-05-10T03:27:22Z,2048x1542,da91c03d1393af6ef46e796ddd5815dc, | processed:1024x771
inaturalist_61395_286860852_515749887,data/processed/sano/inaturalist_61395_286860852_515749887.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/515749887/original.jpg,61395:286860852:515749887,CC-BY-NC-4.0,"(c) James Chelin, some rights reserved (CC BY-NC)",2025-06-04,2026-05-10T03:27:23Z,2048x1542,2098d88ab540a299cd9019657e7c80da, | processed:1024x771
inaturalist_61395_286860852_515749955,data/processed/sano/inaturalist_61395_286860852_515749955.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/515749955/original.jpg,61395:286860852:515749955,CC-BY-NC-4.0,"(c) James Chelin, some rights reserved (CC BY-NC)",2025-06-04,2026-05-10T03:27:24Z,2048x1542,1993e5f1b6c23ff059c635db0b8a2733, | processed:1024x771
inaturalist_61395_284955392_512161310,data/processed/sano/inaturalist_61395_284955392_512161310.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/512161310/original.jpg,61395:284955392:512161310,CC-BY-NC-4.0,"(c) Scott Greubel, some rights reserved (CC BY-NC)",2025-05-28,2026-05-10T03:27:25Z,1536x2048,6c873ccc3afeb2094f61560734211d06, | processed:768x1024
inaturalist_61395_284955392_512161697,data/processed/sano/inaturalist_61395_284955392_512161697.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/512161697/original.jpg,61395:284955392:512161697,CC-BY-NC-4.0,"(c) Scott Greubel, some rights reserved (CC BY-NC)",2025-05-28,2026-05-10T03:27:26Z,2048x1536,fdfb422fcac9f7957f5af1a66e1dfbbd, | processed:1024x768
inaturalist_61395_284955392_512161482,data/processed/sano/inaturalist_61395_284955392_512161482.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/512161482/original.jpg,61395:284955392:512161482,CC-BY-NC-4.0,"(c) Scott Greubel, some rights reserved (CC BY-NC)",2025-05-28,2026-05-10T03:27:27Z,2048x1536,cb9645c7d52df5616b6159685447aaf5, | processed:1024x768
inaturalist_61395_284955392_512161910,data/processed/sano/inaturalist_61395_284955392_512161910.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/512161910/original.jpg,61395:284955392:512161910,CC-BY-NC-4.0,"(c) Scott Greubel, some rights reserved (CC BY-NC)",2025-05-28,2026-05-10T03:27:28Z,1536x2048,bfc535ee729d0454909bfc56f20bcc9a, | processed:768x1024
inaturalist_61395_281134328_504991975,data/processed/sano/inaturalist_61395_281134328_504991975.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/504991975/original.jpg,61395:281134328:504991975,CC-BY-NC-4.0,"(c) Ed Barge, some rights reserved (CC BY-NC)",2025-05-14,2026-05-10T03:27:29Z,2048x1339,6c8aa4519f789bb383d965da211cba6a, | processed:1024x670
inaturalist_61395_271522812_488414776,data/processed/sano/inaturalist_61395_271522812_488414776.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/488414776/original.jpg,61395:271522812:488414776,CC-BY-NC-4.0,"(c) Christie Greening, some rights reserved (CC BY-NC)",2025-04-19,2026-05-10T03:27:32Z,2048x1536,0d153314b3ee3d83f1325de41566c813, | processed:1024x768
inaturalist_61395_271522812_488414663,data/processed/sano/inaturalist_61395_271522812_488414663.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/488414663/original.jpg,61395:271522812:488414663,CC-BY-NC-4.0,"(c) Christie Greening, some rights reserved (CC BY-NC)",2025-04-19,2026-05-10T03:27:33Z,1536x2048,e122a3fb6c9936e61613f77e928cfa1b, | processed:768x1024
inaturalist_61395_271522812_488414630,data/processed/sano/inaturalist_61395_271522812_488414630.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/488414630/original.jpg,61395:271522812:488414630,CC-BY-NC-4.0,"(c) Christie Greening, some rights reserved (CC BY-NC)",2025-04-19,2026-05-10T03:27:34Z,2048x1536,56c343932be4fcf087f42689a9ec7fac, | processed:1024x768
inaturalist_61395_271522812_488414728,data/processed/sano/inaturalist_61395_271522812_488414728.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/488414728/original.jpg,61395:271522812:488414728,CC-BY-NC-4.0,"(c) Christie Greening, some rights reserved (CC BY-NC)",2025-04-19,2026-05-10T03:27:35Z,1536x2048,9f84b35de994210ce754b3ca674276f0, | processed:768x1024
inaturalist_61395_271522812_488414819,data/processed/sano/inaturalist_61395_271522812_488414819.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/488414819/original.jpg,61395:271522812:488414819,CC-BY-NC-4.0,"(c) Christie Greening, some rights reserved (CC BY-NC)",2025-04-19,2026-05-10T03:27:36Z,1536x2048,57984bb23f5b904ccd06406258449bb7, | processed:768x1024
inaturalist_61395_271522812_488414865,data/processed/sano/inaturalist_61395_271522812_488414865.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/488414865/original.jpg,61395:271522812:488414865,CC-BY-NC-4.0,"(c) Christie Greening, some rights reserved (CC BY-NC)",2025-04-19,2026-05-10T03:27:37Z,2048x1536,7f92d80ab1aa64059b59ea039851642d, | processed:1024x768
inaturalist_61395_271522812_488414911,data/processed/sano/inaturalist_61395_271522812_488414911.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/488414911/original.jpg,61395:271522812:488414911,CC-BY-NC-4.0,"(c) Christie Greening, some rights reserved (CC BY-NC)",2025-04-19,2026-05-10T03:27:38Z,2048x1536,d75ce41c1438fbf02c282118fb5b4574, | processed:1024x768
inaturalist_61395_267021972_479814623,data/processed/sano/inaturalist_61395_267021972_479814623.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/479814623/original.jpg,61395:267021972:479814623,CC-BY-NC-4.0,"(c) silvialio, some rights reserved (CC BY-NC)",2025-03-26,2026-05-10T03:27:44Z,1536x2048,8265a73450b4c309f83143dd6246c9f8, | processed:768x1024
inaturalist_61395_260939100_468695545,data/processed/sano/inaturalist_61395_260939100_468695545.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/468695545/original.jpeg,61395:260939100:468695545,CC-BY-NC-4.0,"(c) maricel patino, some rights reserved (CC BY-NC)",2025-02-07,2026-05-10T03:27:55Z,2048x1536,c33b1f3f7e3fbc5916c39f6068d8d741, | processed:1024x768
inaturalist_61395_260939100_468695567,data/processed/sano/inaturalist_61395_260939100_468695567.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/468695567/original.jpeg,61395:260939100:468695567,CC-BY-NC-4.0,"(c) maricel patino, some rights reserved (CC BY-NC)",2025-02-07,2026-05-10T03:27:56Z,2048x1536,c2d1b9baff13df48c69596750af9b003, | processed:1024x768
inaturalist_61395_260939100_468695586,data/processed/sano/inaturalist_61395_260939100_468695586.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/468695586/original.jpeg,61395:260939100:468695586,CC-BY-NC-4.0,"(c) maricel patino, some rights reserved (CC BY-NC)",2025-02-07,2026-05-10T03:27:57Z,2048x1536,07e874aa314addaddaa3e869c63cba0f, | processed:1024x768
inaturalist_61395_260939100_468695598,data/processed/sano/inaturalist_61395_260939100_468695598.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/468695598/original.jpeg,61395:260939100:468695598,CC-BY-NC-4.0,"(c) maricel patino, some rights reserved (CC BY-NC)",2025-02-07,2026-05-10T03:27:58Z,2048x1536,f3d913e7c84b6359f18e704b38b9b589, | processed:1024x768
inaturalist_61395_260939100_468695616,data/processed/sano/inaturalist_61395_260939100_468695616.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/468695616/original.jpeg,61395:260939100:468695616,CC-BY-NC-4.0,"(c) maricel patino, some rights reserved (CC BY-NC)",2025-02-07,2026-05-10T03:27:59Z,2048x1536,fe2c4be34e31fc713b27a1c8d53992c9, | processed:1024x768
inaturalist_61395_260939100_468695628,data/processed/sano/inaturalist_61395_260939100_468695628.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/468695628/original.jpeg,61395:260939100:468695628,CC-BY-NC-4.0,"(c) maricel patino, some rights reserved (CC BY-NC)",2025-02-07,2026-05-10T03:28:00Z,2048x1536,043c6e48d005dfd93e8b1dc5e2065024, | processed:1024x768
inaturalist_61395_260939100_468695642,data/processed/sano/inaturalist_61395_260939100_468695642.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/468695642/original.jpeg,61395:260939100:468695642,CC-BY-NC-4.0,"(c) maricel patino, some rights reserved (CC BY-NC)",2025-02-07,2026-05-10T03:28:01Z,2048x1536,6867e8ad9453977260e700f8f994d15c, | processed:1024x768
inaturalist_61395_260939100_468695659,data/processed/sano/inaturalist_61395_260939100_468695659.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/468695659/original.jpeg,61395:260939100:468695659,CC-BY-NC-4.0,"(c) maricel patino, some rights reserved (CC BY-NC)",2025-02-07,2026-05-10T03:28:02Z,2048x1536,2bcb9a4e07db4c9c19bcdc3999383fe1, | processed:1024x768
inaturalist_61395_260939100_468695673,data/processed/sano/inaturalist_61395_260939100_468695673.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/468695673/original.jpeg,61395:260939100:468695673,CC-BY-NC-4.0,"(c) maricel patino, some rights reserved (CC BY-NC)",2025-02-07,2026-05-10T03:28:03Z,2048x1536,30c17b643716a9f563e61c55039a88a5, | processed:1024x768
inaturalist_61395_260939100_468695698,data/processed/sano/inaturalist_61395_260939100_468695698.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/468695698/original.jpeg,61395:260939100:468695698,CC-BY-NC-4.0,"(c) maricel patino, some rights reserved (CC BY-NC)",2025-02-07,2026-05-10T03:28:04Z,1536x2048,1584b780bb94fab0eff19f7f6f743ed4, | processed:768x1024
